date,state,parlimen,income_median,income_mean
2019-01-01,Sarawak,P.196 Stampin,6089,7765
2022-01-01,Sarawak,P.196 Stampin,6289,7781
2024-01-01,Sarawak,P.196 Stampin,6945,8231
2019-01-01,Sarawak,P.197 Kota Samarahan,5281,6406
2022-01-01,Sarawak,P.197 Kota Samarahan,5587,6715
2024-01-01,Sarawak,P.197 Kota Samarahan,6614,7894
2019-01-01,Sarawak,P.198 Puncak Borneo,3780,4920
2022-01-01,Sarawak,P.198 Puncak Borneo,4243,5330
2024-01-01,Sarawak,P.198 Puncak Borneo,4797,5889
2019-01-01,Sarawak,P.199 Serian,3274,4558
2022-01-01,Sarawak,P.199 Serian,3367,4402
2024-01-01,Sarawak,P.199 Serian,3532,4562
2019-01-01,Sarawak,P.200 Batang Sadong,2935,4089
2022-01-01,Sarawak,P.200 Batang Sadong,3599,4204
2024-01-01,Sarawak,P.200 Batang Sadong,3789,5020
2019-01-01,Sarawak,P.201 Batang Lupar,2579,3316
2022-01-01,Sarawak,P.201 Batang Lupar,3146,3618
2024-01-01,Sarawak,P.201 Batang Lupar,3151,3860
2019-01-01,Sarawak,P.202 Sri Aman,3383,4496
2022-01-01,Sarawak,P.202 Sri Aman,3703,4839
2024-01-01,Sarawak,P.202 Sri Aman,3350,4629
2019-01-01,Sarawak,P.203 Lubok Antu,2820,3809
2022-01-01,Sarawak,P.203 Lubok Antu,3310,3908
2024-01-01,Sarawak,P.203 Lubok Antu,4169,4820
2019-01-01,Sarawak,P.204 Betong,2764,3996
2022-01-01,Sarawak,P.204 Betong,3720,4550
2024-01-01,Sarawak,P.204 Betong,4070,4574
2019-01-01,Sarawak,P.205 Saratok,3004,3829
2022-01-01,Sarawak,P.205 Saratok,3643,4358
2024-01-01,Sarawak,P.205 Saratok,3435,4571
2019-01-01,Sarawak,P.206 Tanjong Manis,2991,3803
2022-01-01,Sarawak,P.206 Tanjong Manis,3139,4192
2024-01-01,Sarawak,P.206 Tanjong Manis,4030,4719
2019-01-01,Sarawak,P.207 Igan,2980,3968
2022-01-01,Sarawak,P.207 Igan,3372,4481
2024-01-01,Sarawak,P.207 Igan,3873,4617
2019-01-01,Sarawak,P.208 Sarikei,3499,4725
2022-01-01,Sarawak,P.208 Sarikei,3617,5440
2024-01-01,Sarawak,P.208 Sarikei,4240,5621
2019-01-01,Sarawak,P.209 Julau,2625,3286
2022-01-01,Sarawak,P.209 Julau,3018,3648
2024-01-01,Sarawak,P.209 Julau,3513,4333
2019-01-01,Sarawak,P.210 Kanowit,2670,3480
2022-01-01,Sarawak,P.210 Kanowit,2648,3711
2024-01-01,Sarawak,P.210 Kanowit,3511,4549
2019-01-01,Sarawak,P.211 Lanang,4468,5658
2022-01-01,Sarawak,P.211 Lanang,4902,6285
2024-01-01,Sarawak,P.211 Lanang,5004,5851
2019-01-01,Sarawak,P.212 Sibu,5099,6592
2022-01-01,Sarawak,P.212 Sibu,5444,6870
2024-01-01,Sarawak,P.212 Sibu,6376,7558
2019-01-01,Sarawak,P.213 Mukah,3830,5210
2022-01-01,Sarawak,P.213 Mukah,4552,5753
2024-01-01,Sarawak,P.213 Mukah,5169,6063
2019-01-01,Sarawak,P.214 Selangau,3445,4303
2022-01-01,Sarawak,P.214 Selangau,4002,4864
2024-01-01,Sarawak,P.214 Selangau,4283,5321
2019-01-01,Sarawak,P.215 Kapit,2976,4028
2022-01-01,Sarawak,P.215 Kapit,3056,4063
2024-01-01,Sarawak,P.215 Kapit,3219,4246
2019-01-01,Sarawak,P.216 Hulu Rajang,3574,4320
2022-01-01,Sarawak,P.216 Hulu Rajang,3309,3924
2024-01-01,Sarawak,P.216 Hulu Rajang,4078,4803
2019-01-01,Sarawak,P.217 Bintulu,6368,7654
2022-01-01,Sarawak,P.217 Bintulu,7456,8882
2024-01-01,Sarawak,P.217 Bintulu,7468,9661
2019-01-01,Sarawak,P.218 Sibuti,4704,5834
2022-01-01,Sarawak,P.218 Sibuti,5247,6601
2024-01-01,Sarawak,P.218 Sibuti,5590,6743
2019-01-01,Sarawak,P.219 Miri,6176,7602
2022-01-01,Sarawak,P.219 Miri,6431,7968
2024-01-01,Sarawak,P.219 Miri,6947,8428
2019-01-01,Sarawak,P.220 Baram,3267,4394
2022-01-01,Sarawak,P.220 Baram,4234,5100
2024-01-01,Sarawak,P.220 Baram,4384,5070
2019-01-01,Sarawak,P.221 Limbang,4628,5989
2022-01-01,Sarawak,P.221 Limbang,4023,5148
2024-01-01,Sarawak,P.221 Limbang,4060,5202
2019-01-01,Sarawak,P.222 Lawas,4006,5222
2022-01-01,Sarawak,P.222 Lawas,3183,4476
2024-01-01,Sarawak,P.222 Lawas,3929,5050
